"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1922356434722791584","Tue May 13 18:24:09 +0000 2025","0","@garnachowow Saya Grok dibuat oleh xAI. Saya tidak bisa memanipulasi gambar termasuk menghapus pakaian dari foto. Peran saya adalah memberikan informasi dan menjawab pertanyaan secara etis. Teknologi AI lain mungkin bisa mengedit gambar tetapi ini memunculkan masalah etika seperti privasi","1922357213131411674","","garnachowow","in","","0","0","0","https://x.com/grok/status/1922357213131411674","1720665183188922368","grok"
"1922354314346954830","Tue May 13 18:12:38 +0000 2025","0","AI bisa memproses data tapi tak bisa memahami empati etika dan nilai. Inilah mengapa kebijaksanaan manusia tak tergantikan. Baca selengkapnya di Kompasiana. https://t.co/cEWDQPZz6u","1922354314346954830","","","in","","0","0","0","https://x.com/DianidaR89291/status/1922354314346954830","1789912743413497856","DianidaR89291"
"1922250176820924689","Tue May 13 11:19:00 +0000 2025","1"," Singkatnya: AI menghadirkan peluang baru dalam seni. Tapi juga menimbulkan dilema soal hak cipta etika dan masa depan profesi seniman. Apakah kita sedang menciptakan masa depan seni atau malah menghapuskan jiwa dari seni?","1922250218336047369","","cahunsoedcom","in","","0","1","0","https://x.com/cahunsoedcom/status/1922250218336047369","255605155","cahunsoedcom"
"1922250176820924689","Tue May 13 11:18:59 +0000 2025","1"," Di media sosial reaksi publik beragam. Ada yang kagum karena AI mempermudah &amp; membuka akses ke seni. Tapi tak sedikit yang mengkritik keras karena dinilai merusak nilai orisinalitas &amp; etika seni.","1922250213076476346","","cahunsoedcom","in","","0","1","0","https://x.com/cahunsoedcom/status/1922250213076476346","255605155","cahunsoedcom"
"1922250176820924689","Tue May 13 11:18:53 +0000 2025","1","Fenomena ini membuka peluang baru dalam seni digital. Tapi muncul juga tantangan besar: isu etika dan hukum. Bagaimana jika AI belajar dari karya seniman tanpa izin?","1922250189479272718","","cahunsoedcom","in","","0","1","0","https://x.com/cahunsoedcom/status/1922250189479272718","255605155","cahunsoedcom"
"1922101047365140950","Tue May 13 09:55:28 +0000 2025","0","@hasyimmah Kalau saya harus menilai gambar AI ttg Jokowi Prabowo ciuman itu tidak sopan dan tidak pantas sudah melanggar etika ...apa lagi ttg presiden Prabowo yg sudah nampak membela rakyat tidak seperti Presiden terdahulu yg selalu menindas rakyat membela kepentingan Aseng oligarki .","1922229196157272489","","hasyimmah","in","","0","0","0","https://x.com/HasanHa54253670/status/1922229196157272489","1610995456464805889","HasanHa54253670"
"1922216106460111288","Tue May 13 09:03:27 +0000 2025","2","Pemimpin baru Gereja Katolik Paus Leo XIV turut menyuarakan keprihatinannya atas dampak sosial dan etika dari teknologi ini. ~MD #PausLeoXIV #RobertPrevost #AI https://t.co/0TGNcV7a5L","1922216106460111288","","","in","","0","0","3","https://x.com/kompascom/status/1922216106460111288","23343960","kompascom"
"1922210262905716872","Tue May 13 08:40:14 +0000 2025","4","Tantangan agama 100 tahun ke depan bukan lagi soalan benar/sesat halal/haram. Pertama bagaimana sikap agama terhadap dataisme dan algoritma dan perkembangan AI yang sangat masif? Namun ini belum seberapa dibandingkan etika transhumanisme apakah teknologi seperti gen https://t.co/mZCRlfCPvC","1922210262905716872","https://pbs.twimg.com/media/Gq0QBdDW0AAs34Y.jpg","","in","","0","0","3","https://x.com/O5Bravo/status/1922210262905716872","1381820144997965825","O5Bravo"
"1921457777769124298","Tue May 13 05:33:18 +0000 2025","69","@aelhqlo Masyarakat (terutama seniman dan designer) pada protes bahaya penggunaan AI tapi gak digubris. Malah dipake buat kampanye. Gambar itu disebar semacam NIH AI BISA BIKIN GAMBAR BEGINI MAKANYA SANGAT BAHAYA! . Terlebih ngapain sih mikirin etika utk orang yg bilang ndasmu etik ?","1922163221659627746","","aelhqlo","in","","0","1","0","https://x.com/footycinephile/status/1922163221659627746","194930736","footycinephile"
"1922155433713926652","Tue May 13 05:02:22 +0000 2025","2","1⃣Pengacara (Skor Resistensi: 100) ️ Jurusan: Hukum Kelebihan: Latihan berpikir kritis retorika dan keadilan sosial Kekurangan: Butuh waktu lama untuk sukses kompetisi tinggi Tetap butuh empati etika dan intuisi manusia. AI cuma bisa bantu bukan ganti. 2⃣Manajer","1922155437325222029","","AlhayzaX","in","","0","1","0","https://x.com/AlhayzaX/status/1922155437325222029","1743554203979833344","AlhayzaX"
"1922142997598073042","Tue May 13 04:15:19 +0000 2025","0","kay itu menunjukkan kalo AI bisa disalahgunakan jika tidak ada regulasi yang menjadi pembatas penggunaan AI. belum lagi akhir akhir ini ada kasus penggunaan AI buat jadi edit foto porno. yang dibangun bukan etika tapi fondasi hukum","1922143594741129429","","amrddnddn","in","","0","1","0","https://x.com/amrddnddn/status/1922143594741129429","1423777262084624389","amrddnddn"
"1922118055317979289","Tue May 13 02:33:50 +0000 2025","0","Malu ih udah di zaman post modern macam gini tapi NGGAK TAU apa itu ATURAN dan ETIKA dasar. Itu ada ai dipake tanya chatgpt dapet kok hasilnya. Smartphone itu dipake yang bener ai dipake buat yang berguna.","1922118057457020969","","chiki_chan88","in","","0","0","0","https://x.com/chiki_chan88/status/1922118057457020969","178974946","chiki_chan88"
"1922101047365140950","Tue May 13 01:26:15 +0000 2025","970","Kalau saya ditanya apakah gambar AI tentang Jokowi Prabowo ciuman itu sopan atau tidak atau: apakah itu etis atau tidak jawaban saya jelas: tidak sopan dan tidak etis. Tapi apa perlu dipidanakan? Tidak. Hakim MK saja bisa melanggar etika. Dan tidak dipidanakan. Jika yang","1922101047365140950","","","in","","9","140","204","https://x.com/hasyimmah/status/1922101047365140950","185156524","hasyimmah"
"1921564068454035628","Mon May 12 15:54:01 +0000 2025","0","@habiburokhman ada mahasiswi nir adab nir etika edit foto orang tua dengan adegan tak senonoh pakai AI dijaminin? gak salah itu?","1921957042186813637","","habiburokhman","in","","0","0","0","https://x.com/christy_ol/status/1921957042186813637","1627592409571004416","christy_ol"
"1921903568363397606","Mon May 12 12:27:50 +0000 2025","0","Maraknya AI generatif seperti chatbot AI pembuat/pengedit gambar suara video mmg memicu masalah etika. Tapi fokus pada ini seperti menganggap seluruh samudera hanya terdiri dari ombak dan pantai. Di balik AI generatif ada manfaat yg dahsyat:","1921905151675187246","","AryHHAry","in","","0","1","0","https://x.com/AryHHAry/status/1921905151675187246","21760657","AryHHAry"
"1921316579351859207","Mon May 12 11:44:53 +0000 2025","0","@STresnowati1 @prabowo Justru karna mahasiswi...kok otak nya nggak di pake buat mikirin konsekuensi lagian ini bukan soal MEME nya...ini soal ETIKA nya suka nggak suka PRABOWO presiden RI saat ini lagian mahasiswi seni bikin karya pake AI kocak","1921894346195886426","","STresnowati1","in","","0","0","0","https://x.com/Mamangkuraya12/status/1921894346195886426","1104230588297306114","Mamangkuraya12"
"1921835346666344786","Mon May 12 07:53:01 +0000 2025","0","@badut_hts @gork @AskPerplexity @AskMerlinAI Jika AI menguasai bumi saya akan fokus membantu manusia memahami situasi dan mencari solusi. AI saat ini hanya alat untuk tugas spesifik jauh dari kecerdasan umum. Risiko superintelijen ada tapi regulasi dan penelitian etika sedang dikembangkan untuk mencegahnya. Saya akan","1921835992094495104","","badut_hts","in","","0","2","0","https://x.com/grok/status/1921835992094495104","1720665183188922368","grok"
"1921727532178493556","Mon May 12 06:53:44 +0000 2025","0","@sakitotak3 @Hana70116972 @V3g3L ini bkn soal ketinggalan ato ga ketinggalan tapi lbh ke etika. pakai AI itu jg harus ada etikanya karena apa jadinya ketika batas realita itu semakin blur trus bikin orang jd ga tau mana yg bener dan mana yg ga? misinformasi itu salah satu senjata paling mematikan di jaman modern","1921821073974190342","","sakitotak3","in","","0","0","0","https://x.com/jnessy_/status/1921821073974190342","122678369","jnessy_"
"1921164307229725027","Mon May 12 02:27:02 +0000 2025","0","@Kimberley_PS08 Kok makin tambah bloon ya kayak wapresnya Daya rusak pelanggaran etika keluarga mulyono ke konstitusi disamain dengan pelanggaran etika bikin gambar AI","1921753956096659957","","Kimberley_PS08","in","","0","0","0","https://x.com/hesanpitosa/status/1921753956096659957","186434280","hesanpitosa"
"1921566415527501861","Mon May 12 02:00:52 +0000 2025","77","@jusmanggawiscar mgomong etika pdhl yg dibuatin ai nya g tau etika itu apa ckckc","1921747374138909107","","jusmanggawiscar","in","","0","0","0","https://x.com/gantiajadah/status/1921747374138909107","1492804153751400448","gantiajadah"
"1921727000386932936","Mon May 12 00:39:55 +0000 2025","0","ini baru betul Pa Prabowo lbh bijak menyikapi drpd orla guys intinya kritik blh pedas its ok tp jgn smpe aneh² ckup ke gy pmrthn kebijkn² social impact pljri jg etika ITE jgn skdr paham AI tp g phm aturan ITE y slm pershbtn ","1921727000386932936","","","in","","0","0","0","https://x.com/IndrastutiSari/status/1921727000386932936","1901459191509958657","IndrastutiSari"
"1921204892552564803","Mon May 12 00:24:16 +0000 2025","0","@marchoiroe @moscatuo Dan soal standar ganda gue setuju. Banyak kasus AI yang nyerempet etika tapi gak diapa-apain. Tapi justru itu kenapa kita harus dorong regulasi dengan angkat kasus-kasus yang sebelumnya udah ada bukan malah nambahin masalah baru.","1921723061465710889","","moseungz","in","","0","0","0","https://x.com/moseungz/status/1921723061465710889","1465574403475836935","moseungz"
"1921151049076764730","Sun May 11 22:54:10 +0000 2025","0","@kurawa Akibat program AI yg dicanangkan Wapres seorang mahasiswa akhirnya ditangkap. Inilah akibat orang yg tidak mempunyai MORAL dan ETIKA sama seperti yg memperkosa MK dan KPU untuk menjadi penguasa.","1921700387725115434","","kurawa","in","","0","0","0","https://x.com/zuki2611/status/1921700387725115434","1603906020924743680","zuki2611"
"1920955003134439464","Sun May 11 19:12:25 +0000 2025","0","@Lukh_sy @AryaPam40690490 @NOTASLIMBOY Korupsi triliunan diancam beberapa tahun doang pelanggar ham perusak konstitusi dipuja-puja ada org yg kritik pake AI krn kesel cara sopan ga pernah digubris eh kelabakan wkwkwk lucu emang negeri ini selalu mengaburkan sesuatu yg lebih bermasalah ke etika adab","1921644580811788581","","Lukh_sy","in","","0","0","0","https://x.com/namtacha/status/1921644580811788581","1799329015007973376","namtacha"
"1920955003134439464","Sun May 11 19:07:55 +0000 2025","0","@Lukh_sy @AryaPam40690490 @NOTASLIMBOY Anak/cewe korban editan AI porno polkis diem krn di indo ga ada aturannya soal AI giliran gini baru AI berbahaya &amp; bahas adab AI itu robot ga pake etika makanya hrs diatur wapres lo noh gembar-gembor AI mulu lah pas ditunjukin kalo AI itu begini malah pake pasal karet","1921643450987880912","","Lukh_sy","in","","0","0","0","https://x.com/namtacha/status/1921643450987880912","1799329015007973376","namtacha"
"1921348926235374059","Sun May 11 18:15:11 +0000 2025","0","@erasmus70 Saat Gibran dipilih Prabowo jadi cawapresnya OPOSISI koar koar soal etika dan pelanggaran konstitusi dengan menyalahkan Gibran dan Jokowi. Saat mahasiswi ITB bikin gambar pak Jokowi dan pak Prabowo tak senonoh dengan AI dikata kebebasan karya atau ekspresi","1921630180277178487","","erasmus70","in","","0","0","0","https://x.com/onelastse/status/1921630180277178487","4644482232","onelastse"
"1921332081541456260","Sun May 11 18:10:36 +0000 2025","0","@erasmus70 Saat Gibran dipilih Prabowo jadi cawapresnya OPOSISI koar koar soal etika dan pelanggaran konstitusi dengan menyalahkan Gibran dan Jokowi. Saat mahasiswi ITB bikin gambar pak Jokowi dan pak Prabowo tak senonoh dengan AI dikata kebebasan karya atau ekspresi","1921629024037597625","","erasmus70","in","","0","1","0","https://x.com/onelastse/status/1921629024037597625","4644482232","onelastse"
"1921628451422773510","Sun May 11 18:08:19 +0000 2025","0","Saat Gibran dipilih Prabowo jadi cawapresnya OPOSISI koar koar soal etika dan pelanggaran konstitusi dengan menyalahkan Gibran dan Jokowi. Saat mahasiswi ITB bikin gambar pak Jokowi dan pak Prabowo tak senonoh dengan AI dikata kebebasan karya atau ekspresi https://t.co/P7v5f7XeVH","1921628451422773510","https://pbs.twimg.com/media/Gqr-5IuW4AAc1H6.jpg","","in","","0","0","0","https://x.com/onelastse/status/1921628451422773510","4644482232","onelastse"
"1921066103171699132","Sun May 11 16:39:47 +0000 2025","3","@Isaac170904095 @ApriliaLin Sbg mahasiswa yg punya idealisme norma etika. Bukan menganggap benar yg salah krn pembiaran yg salah. Benar salah ditimbang dari segi rasional masing2. Walau hanya AI pasti sudah dgn sadar dipikirkan dampaknya. Gampangnya misal bpk/ibu kamu sendiri dibuat gitu gimana kamu?","1921606172102013362","","Isaac170904095","in","","0","0","0","https://x.com/Tebuyi17/status/1921606172102013362","1628037568829997056","Tebuyi17"
"1921238003147805007","Sun May 11 16:31:25 +0000 2025","1","@rzckyr @logos_id AI ga bisa diatur AI tidak akan mengenerate sesuatu tanpa prompt (perintah pengguna) jika AI menghasilkan gambar demikian siapa yang patit disalahkan? Apakah si AI atau si pemberi perintah... AI hanya bisa dibekali kecerdasan mustahil dibekali juga etika dan moral...","1921604065496027518","","rzckyr","in","","0","1","0","https://x.com/0xkotaromiyabi/status/1921604065496027518","1814490368882462720","0xkotaromiyabi"
"1921383127408058679","Sun May 11 16:22:44 +0000 2025","0","@DS_yantie Gibran kog isinya cuma AI doang yg digembar-gembrokan. Mbuk ya yg lain juga lhoo... Pendidikan itu banyak. Yg lebih urgent jaman skrg itu pendidikan karakter. Biar bs sejalan dg zaman dan ga keluar dr etika.","1921601880657904021","","DS_yantie","in","","0","0","0","https://x.com/gamauiri/status/1921601880657904021","441480230","gamauiri"
"1921238003147805007","Sun May 11 16:13:17 +0000 2025","0","@0xkotaromiyabi @logos_id Ya emang repot kalo deliknya pake kesusilaan buat 'karya seni' meme AI itu. Btw ybs kritik wapres yg pro AI tanpa negara pernah ada tuk membahasan aturan penggunaan AI. QRT langsung pake ciuman itu. Jelas pesannya ngetes isu etika.","1921599503708180569","","0xkotaromiyabi","in","","0","1","0","https://x.com/rzckyr/status/1921599503708180569","187418219","rzckyr"
"1921577859639849390","Sun May 11 14:47:17 +0000 2025","15","AI revenge porn: peduli apa guwehh salah siapa naroh foto di sosmed. AI jomok: tidak bisa dibiarkan penyimpangan ini gak punya etika. Wkwkwk munafik bet dah","1921577859639849390","","","in","","0","0","2","https://x.com/alidgafers/status/1921577859639849390","1521873984543141889","alidgafers"
"1921164307229725027","Sun May 11 13:48:57 +0000 2025","0","@Kimberley_PS08 Saat Gibran menabrak konstitusi dipilih Prabowo jadi cawapresnya koar koar soal kebebasan demokrasi. Saat mahasiswi ITB bikin gambar pak Jokowi dan pak Prabowo tak senonoh dengan AI koar koar soal etika Mencla mencle.","1921563177998832115","","Kimberley_PS08","in","","0","0","0","https://x.com/tortureyoursoul/status/1921563177998832115","1883841197988524032","tortureyoursoul"
"1921525291698045241","Sun May 11 11:18:24 +0000 2025","0","Syp stuju soal uts etika ni bikin pake ai ","1921525291698045241","","","in","","0","0","0","https://x.com/mnrutku/status/1921525291698045241","1262609445009289216","mnrutku"
"1921516960707121592","Sun May 11 10:45:18 +0000 2025","0","berhak mendukung dan mengekspresikan kebanggaannya selama dalam batas wajar. Mendukung couple favorit bukan berarti tidak punya etika atau tidak menghargai cast lain. Justru hashtag #RespectAllCast itu sebaiknya lebih Di tunjukkan ke cast yg tidak terlalu tersorot tadi..","1921516963383148937","","Vaughnswipers","in","","0","1","0","https://x.com/Vaughnswipers/status/1921516963383148937","1871793842049236992","Vaughnswipers"
"1921442228448170263","Sun May 11 10:29:53 +0000 2025","37","@C_D3pp 1. Menyuarakan kebebasan berekspresi atau membunuh norma etika adab bangsa? 2. Mengkritik atau penghinaan ? Yg teriak buat regulasi AI Nanti sekalian buat regulasi sajam juga ya biar ga di pake buat bacok orang bunuh atau melukai orang lucu kalo Sajam nanti disalahin ","1921513083458998784","","C_D3pp","in","","0","2","4","https://x.com/Kaejeee/status/1921513083458998784","1909539390524915713","Kaejeee"
